Train_Loss,epoch,step
7.187183856964111,0,49
7.137437343597412,0,99
6.7058210372924805,0,149
6.548155784606934,0,199
6.624686241149902,0,249
6.390161514282227,0,299
6.554388999938965,0,349
6.453588962554932,0,399
6.298322677612305,0,449
6.268458843231201,0,499
6.079753875732422,0,549
6.154541969299316,0,599
6.066090106964111,0,649
5.905390739440918,0,699
5.7918620109558105,0,749
5.834770202636719,0,799
6.11820125579834,0,849
5.955108642578125,0,899
5.91326904296875,0,949
5.811882972717285,0,999
5.872444152832031,0,1049
5.964175701141357,0,1099
5.626731872558594,0,1149
5.729233741760254,0,1199
5.85304594039917,0,1249
5.72366189956665,0,1299
5.5996413230896,0,1349
5.636610984802246,0,1399
5.862768650054932,0,1449
5.6644487380981445,0,1499
5.49629020690918,0,1549
5.4087677001953125,0,1599
5.543971538543701,0,1649
5.45302152633667,0,1699
5.282835006713867,0,1749
5.248959541320801,0,1799
5.634083271026611,0,1849
5.211347579956055,0,1899
5.323258399963379,0,1949
5.372077941894531,0,1999
5.3079304695129395,0,2049
5.538023471832275,0,2099
5.208018779754639,0,2149
5.3370208740234375,0,2199
5.080634593963623,0,2249
5.25370979309082,0,2299
5.341906547546387,0,2349
5.172102928161621,0,2399
5.284070014953613,0,2449
5.037068843841553,0,2499
5.060686111450195,0,2549
5.090129375457764,0,2599
5.126542091369629,0,2649
5.037219524383545,0,2699
4.839177131652832,0,2749
5.0453290939331055,0,2799
4.995131492614746,0,2849
5.122615337371826,0,2899
5.030930042266846,0,2949
4.751441955566406,0,2999
4.846808433532715,0,3049
5.392358303070068,0,3099
4.998575210571289,0,3149
5.165727138519287,0,3199
4.8526835441589355,0,3249
4.827054500579834,0,3299
4.774519443511963,0,3349
4.770090103149414,0,3399
5.211614608764648,0,3449
4.839195728302002,0,3499
5.173074245452881,0,3549
4.986403465270996,0,3599
5.177062034606934,0,3649
4.891072750091553,0,3699
4.758120536804199,0,3749
4.946249008178711,0,3799
4.7369279861450195,0,3849
4.504246711730957,0,3899
4.799154281616211,0,3949
4.786364555358887,0,3999
4.901749134063721,0,4049
4.890407085418701,0,4099
4.453678607940674,0,4149
4.843677997589111,0,4199
4.7155256271362305,0,4249
4.633623123168945,0,4299
