Train_Loss,epoch,step
7.41016149520874,0,49
7.437967777252197,0,99
4.725963115692139,0,149
3.8905420303344727,0,199
3.7524733543395996,0,249
3.6258351802825928,0,299
3.640511989593506,0,349
3.6087520122528076,0,399
3.831099033355713,0,449
3.5374791622161865,0,499
3.5319902896881104,0,549
3.6876375675201416,0,599
3.5299954414367676,0,649
3.614572048187256,0,699
3.6204564571380615,0,749
3.7240254878997803,0,799
3.7457423210144043,0,849
3.8198511600494385,0,899
3.689059019088745,0,949
3.7415688037872314,0,999
3.5545167922973633,0,1049
3.6666791439056396,0,1099
3.709603786468506,0,1149
3.6457316875457764,0,1199
3.7940776348114014,0,1249
3.6258437633514404,0,1299
3.784067153930664,0,1349
3.5765504837036133,0,1399
3.562401533126831,0,1449
3.253875970840454,0,1499
3.6693332195281982,0,1549
3.855156421661377,0,1599
3.506887435913086,0,1649
3.325361728668213,0,1699
3.5733773708343506,0,1749
3.535521984100342,0,1799
3.480696201324463,0,1849
3.445871353149414,0,1899
3.4426188468933105,0,1949
3.559096336364746,0,1999
3.6205780506134033,0,2049
3.746671676635742,0,2099
3.619840621948242,0,2149
3.7292680740356445,0,2199
3.384169340133667,0,2249
3.6142899990081787,0,2299
3.753556489944458,0,2349
3.5754549503326416,0,2399
3.705457925796509,0,2449
3.829594135284424,0,2499
3.7062182426452637,0,2549
3.633782386779785,0,2599
3.7283544540405273,0,2649
3.2910165786743164,0,2699
3.6588096618652344,0,2749
3.603259325027466,0,2799
3.6996140480041504,0,2849
3.5563156604766846,0,2899
3.5050063133239746,0,2949
3.529730796813965,0,2999
3.491649627685547,0,3049
3.6755452156066895,0,3099
3.633962392807007,0,3149
3.628326416015625,0,3199
3.669463872909546,0,3249
3.563938856124878,0,3299
3.6005306243896484,0,3349
3.5885865688323975,0,3399
3.487691879272461,0,3449
3.6253790855407715,0,3499
3.4714388847351074,0,3549
3.505775213241577,0,3599
3.388047218322754,0,3649
3.4568989276885986,0,3699
3.641835927963257,0,3749
3.4069645404815674,0,3799
3.6886987686157227,0,3849
3.829517364501953,0,3899
3.6103549003601074,0,3949
3.6410462856292725,0,3999
3.4094505310058594,0,4049
3.4207494258880615,0,4099
3.5776851177215576,0,4149
3.5671892166137695,0,4199
3.5595030784606934,0,4249
3.478355646133423,0,4299
3.546436071395874,0,4349
3.57765793800354,0,4399
3.4439477920532227,0,4449
3.6959524154663086,0,4499
3.5570671558380127,0,4549
3.484715461730957,0,4599
3.610483169555664,0,4649
3.5583388805389404,0,4699
3.5821073055267334,0,4749
3.5513641834259033,0,4799
3.3231053352355957,0,4849
3.7091197967529297,0,4899
3.5745110511779785,0,4949
3.477104902267456,0,4999
3.366898775100708,0,5049
3.4549381732940674,0,5099
3.6273839473724365,0,5149
3.5291452407836914,0,5199
3.713632822036743,0,5249
3.7365942001342773,0,5299
4.161091327667236,0,5349
3.7130062580108643,0,5399
3.5131819248199463,0,5449
3.3693652153015137,0,5499
3.395193338394165,0,5549
