Train_Loss,epoch,step
5.799450397491455,0,49
3.6328372955322266,0,99
3.562702178955078,0,149
3.2966694831848145,0,199
3.798250436782837,0,249
3.7584292888641357,0,299
3.528193235397339,0,349
3.61189603805542,0,399
3.465700387954712,0,449
3.5650646686553955,0,499
3.7809932231903076,0,549
3.432279109954834,0,599
3.686990737915039,0,649
3.364034652709961,0,699
3.513679265975952,0,749
3.546701431274414,0,799
3.6516246795654297,0,849
3.6120262145996094,0,899
3.8591601848602295,0,949
3.7911930084228516,0,999
3.6708638668060303,0,1049
3.62796950340271,0,1099
3.7721147537231445,0,1149
3.560290813446045,0,1199
3.4860193729400635,0,1249
3.5321590900421143,0,1299
3.3557844161987305,0,1349
3.588681936264038,0,1399
3.6287877559661865,0,1449
3.869149684906006,0,1499
3.54526948928833,0,1549
3.6585047245025635,0,1599
3.6259372234344482,0,1649
3.565112590789795,0,1699
3.5170671939849854,0,1749
3.478529930114746,0,1799
3.581531047821045,0,1849
3.338724136352539,0,1899
3.46724534034729,0,1949
3.6023736000061035,0,1999
3.557466506958008,0,2049
3.6853561401367188,0,2099
3.644327402114868,0,2149
3.5925347805023193,0,2199
3.540062427520752,0,2249
3.739123821258545,0,2299
3.285203218460083,0,2349
3.6910085678100586,0,2399
3.7323050498962402,0,2449
3.6017909049987793,0,2499
3.7711243629455566,0,2549
3.600349187850952,0,2599
3.603929042816162,0,2649
3.6198408603668213,0,2699
3.50838565826416,0,2749
3.4272282123565674,0,2799
3.563145399093628,0,2849
3.5758631229400635,0,2899
3.5251405239105225,0,2949
3.7173609733581543,0,2999
3.5893054008483887,0,3049
3.5607221126556396,0,3099
3.4455347061157227,0,3149
3.8247270584106445,0,3199
3.3248977661132812,0,3249
3.6161248683929443,0,3299
3.722365379333496,0,3349
3.59688138961792,0,3399
3.6600489616394043,0,3449
3.664592742919922,0,3499
3.2940285205841064,0,3549
3.5489871501922607,0,3599
3.412320375442505,0,3649
3.8135247230529785,0,3699
3.604813814163208,0,3749
3.7129669189453125,0,3799
3.9085288047790527,0,3849
3.6303555965423584,0,3899
3.45894718170166,0,3949
3.539098024368286,0,3999
3.4328951835632324,0,4049
3.6788108348846436,0,4099
3.4006223678588867,0,4149
3.4227960109710693,0,4199
3.439204692840576,0,4249
3.5719375610351562,0,4299
3.440706968307495,0,4349
3.5349934101104736,0,4399
3.6331629753112793,0,4449
3.814079761505127,0,4499
3.6525416374206543,0,4549
3.504401922225952,0,4599
3.4939093589782715,0,4649
3.3257997035980225,0,4699
3.7527339458465576,0,4749
3.5083882808685303,0,4799
3.3021013736724854,0,4849
3.5891618728637695,0,4899
3.4576454162597656,0,4949
3.6328582763671875,0,4999
3.4759790897369385,0,5049
3.3904874324798584,0,5099
3.8547937870025635,0,5149
3.408656358718872,0,5199
3.6586451530456543,0,5249
3.4005813598632812,0,5299
3.413320302963257,0,5349
3.524779796600342,0,5399
3.7310898303985596,0,5449
3.5550949573516846,0,5499
3.578021764755249,0,5549
3.3792855739593506,0,5599
3.5835845470428467,0,5649
3.1713473796844482,0,5699
3.418247938156128,0,5749
3.3054144382476807,0,5799
3.39823579788208,0,5849
3.566382646560669,0,5899
3.622891664505005,0,5949
3.4093079566955566,0,5999
3.614163875579834,0,6049
3.5201494693756104,0,6099
3.444028377532959,0,6149
3.6006460189819336,0,6199
3.612293004989624,0,6249
3.331019401550293,0,6299
3.517702341079712,0,6349
3.4753258228302,0,6399
3.7112748622894287,0,6449
3.6285994052886963,0,6499
3.496915817260742,0,6549
3.6081316471099854,0,6599
3.314164876937866,0,6649
3.49019718170166,0,6699
3.5605876445770264,0,6749
3.387442111968994,0,6799
3.4578278064727783,0,6849
3.427217721939087,0,6899
3.6307363510131836,0,6949
3.5715384483337402,0,6999
3.416029214859009,0,7049
3.4920296669006348,0,7099
3.7043521404266357,0,7149
3.7104651927948,0,7199
3.5805182456970215,0,7249
3.418179750442505,0,7299
3.9644784927368164,0,7349
3.384897232055664,0,7399
3.582702398300171,0,7449
3.6143782138824463,0,7499
3.3758740425109863,0,7549
3.661452293395996,0,7599
3.5701770782470703,0,7649
3.5347788333892822,0,7699
3.497100830078125,0,7749
3.6014719009399414,0,7799
3.4244117736816406,0,7849
3.615839719772339,0,7899
3.430051565170288,0,7949
3.111105442047119,0,7999
3.5329372882843018,0,8049
3.601903200149536,0,8099
3.588489294052124,0,8149
3.3432915210723877,0,8199
3.358271598815918,0,8249
3.5390915870666504,0,8299
3.5645923614501953,0,8349
3.588087797164917,0,8399
3.4231796264648438,0,8449
3.4949276447296143,0,8499
3.489320755004883,0,8549
3.4605770111083984,0,8599
3.4778101444244385,0,8649
3.2273833751678467,0,8699
3.6087024211883545,0,8749
3.4202916622161865,0,8799
